mario.rossi@unibo.it,password123,Mario,Rossi,1988/07/22,Bologna,1111111111
mario.verdi@unibo.it,password123,Mario,Verdi,1988/05/12,Parma,2222222222
mario.aranci@unibo.it,password123,Mario,Aranci,1987/03/10,Padova,3333333333
mario.viola@unibo.it,password123,Mario,Viola,1990/02/08,Bologna,1111111222
mario.gialli@unibo.it,password123,Mario,Gialli,1992/05/06,Brescia,2222333333
mario.bruni@unibo.it,password123,Mario,Bruni,1995/03/23,Pescara,1111222233
mario.bianchi@unibo.it,password123,Mario,Bianchi,1991/02/21,Trieste,1111222233
mario.azzurri@unibo.it,password123,Mario,Azzurri,1995/03/11,Brescia,1111222233
giovanni.rossi@unibo.it,password123,Giovanni,Rossi,1982/07/22,Bologna,1111111111
giovanni.verdi@unibo.it,password123,Giovanni,Verdi,1984/05/12,Parma,2222222222
giovanni.aranci@unibo.it,password123,Giovanni,Aranci,1997/03/10,Padova,3333333333
giovanni.viola@unibo.it,password123,Giovanni,Viola,1992/02/08,Bologna,1111111222
giovanni.gialli@unibo.it,password123,Giovanni,Gialli,1991/05/06,Brescia,2222333333
giovanni.bruni@unibo.it,password123,Giovanni,Bruni,1983/03/23,Pescara,1111222233
giovanni.bianchi@unibo.it,password123,Giovanni,Bianchi,1977/02/21,Trieste,1111222233
giovanni.azzurri@unibo.it,password123,Giovanni,Azzurri,1959/03/11,Brescia,1111222233
marco.rossi@unibo.it,password123,Marco,Rossi,1988/07/22,Bologna,1111111111
marco.verdi@unibo.it,password123,Marco,Verdi,1988/05/12,Parma,2222222222
marco.aranci@unibo.it,password123,Marco,Aranci,1987/03/10,Padova,3333333333
marco.viola@unibo.it,password123,Marco,Viola,1990/02/08,Bologna,1111111222
marco.gialli@unibo.it,password123,Marco,Gialli,1992/05/06,Brescia,2222333333
marco.bruni@unibo.it,password123,Marco,Bruni,1995/03/23,Pescara,1111222233
marco.bianchi@unibo.it,password123,Marco,Bianchi,1991/02/21,Trieste,1111222233
marco.azzurri@unibo.it,password123,Marco,Azzurri,1995/03/11,Brescia,1111222233
antonio.rossi@unibo.it,password123,Antonio,Rossi,1982/07/22,Bologna,1111111111
antonio.verdi@unibo.it,password123,Antonio,Verdi,1984/05/12,Parma,2222222222
antonio.aranci@unibo.it,password123,Antonio,Aranci,1997/03/10,Padova,3333333333
antonio.viola@unibo.it,password123,Antonio,Viola,1992/02/08,Bologna,1111111222
antonio.gialli@unibo.it,password123,Antonio,Gialli,1991/05/06,Brescia,2222333333
antonio.bruni@unibo.it,password123,Antonio,Bruni,1983/03/23,Pescara,1111222233
antonio.bianchi@unibo.it,password123,Antonio,Bianchi,1977/02/21,Trieste,1111222233
antonio.azzurri@unibo.it,password123,Antonio,Azzurri,1959/03/11,Brescia,1111222233
anna.bianchi@unibo.it,password123,Anna,Bianchi,1977/02/21,Trieste,1111222233
anna.azzurri@unibo.it,password123,Anna,Azzurri,1959/03/11,Brescia,1111222233
anna.rossi@unibo.it,password123,Anna,Rossi,1988/07/22,Bologna,1111111111
anna.verdi@unibo.it,password123,Anna,Verdi,1988/05/12,Parma,2222222222
anna.aranci@unibo.it,password123,Anna,Aranci,1987/03/10,Padova,3333333333
anna.viola@unibo.it,password123,Anna,Viola,1990/02/08,Bologna,1111111222
anna.gialli@unibo.it,password123,Anna,Gialli,1992/05/06,Brescia,2222333333
anna.bruni@unibo.it,password123,Anna,Bruni,1995/03/23,Pescara,1111222233
anna.grigi@unibo.it,password123,Anna,Grigi,1998/09/19,Bologna,1111223344
elena.rossi@unibo.it,password123,Elena,Rossi,1982/07/22,Bologna,1111111111
elena.verdi@unibo.it,password123,Elena,Verdi,1984/05/12,Parma,2222222222
elena.aranci@unibo.it,password123,Elena,Aranci,1997/03/10,Padova,3333333333
elena.viola@unibo.it,password123,Elena,Viola,1992/02/08,Bologna,1111111222
elena.gialli@unibo.it,password123,Elena,Gialli,1991/05/06,Brescia,2222333333
elena.bruni@unibo.it,password123,Elena,Bruni,1983/03/23,Pescara,1111222233
elena.bianchi@unibo.it,password123,Elena,Bianchi,1977/02/21,Trieste,1111222233
elena.azzurri@unibo.it,password123,Elena,Azzurri,1959/03/11,Brescia,1111222233
elena.grigi@unibo.it,password123,Elena,Grigi,1991/06/25,Pescara,4444556677
luca.gialli@unibo.it,password123,Luca,Gialli,1969/05/06,Brescia,2222333333
luca.bruni@unibo.it,password123,Luca,Bruni,1961/03/23,Pescara,1111222233
luca.bianchi@unibo.it,password123,Luca,Bianchi,1951/02/21,Trieste,1111222233
luca.azzurri@unibo.it,password123,Luca,Azzurri,1958/03/11,Brescia,1111222233
luca.rossi@unibo.it,password123,Luca,Rossi,1972/07/22,Bologna,1111111111
luca.verdi@unibo.it,password123,Luca,Verdi,1978/05/12,Parma,2222222222
luca.aranci@unibo.it,password123,Luca,Aranci,1979/03/10,Padova,3333333333
luca.viola@unibo.it,password123,Luca,Viola,1974/02/08,Bologna,1111111222
mattia.gialli@unibo.it,password123,Mattia,Gialli,1967/05/06,Brescia,2222333333
mattia.bruni@unibo.it,password123,Mattia,Bruni,1966/03/23,Pescara,1111222233
mattia.bianchi@unibo.it,password123,Mattia,Bianchi,1961/02/21,Trieste,1111222233
mattia.azzurri@unibo.it,password123,Mattia,Azzurri,1952/03/11,Brescia,1111222233
matilde.bianchi@unibo.it,password123,Matilde,Bianchi,1975/02/21,Trieste,1111222233
matilde.azzurri@unibo.it,password123,Matilde,Azzurri,1981/03/11,Brescia,1111222233
camilla.rossi@unibo.it,password123,Camilla,Rossi,1999/07/22,Bologna,1111111111
camilla.verdi@unibo.it,password123,Camilla,Verdi,1956/05/12,Parma,2222222222
camilla.aranci@unibo.it,password123,Camilla,Aranci,1964/03/10,Padova,3333333333
camilla.viola@unibo.it,password123,Camilla,Viola,1964/02/08,Bologna,1111111222
camilla.gialli@unibo.it,password123,Camilla,Gialli,1971/05/06,Brescia,2222333333
camilla.bruni@unibo.it,password123,Camilla,Bruni,1978/03/23,Pescara,1111222233
camilla.grigi@unibo.it,password123,Camilla,Grigi,1972/09/19,Bologna,1111223344
paola.rossi@unibo.it,password123,Paola,Rossi,1956/07/22,Bologna,1111111111
paola.verdi@unibo.it,password123,Paola,Verdi,1957/05/12,Parma,2222222222
paola.aranci@unibo.it,password123,Paola,Aranci,1958/03/10,Padova,3333333333
paola.viola@unibo.it,password123,Paola,Viola,1955/02/08,Bologna,1111111222
paola.gialli@unibo.it,password123,Paola,Gialli,1960/05/06,Brescia,2222333333
paola.bruni@unibo.it,password123,Paola,Bruni,1950/03/23,Pescara,1111222233
paola.bianchi@unibo.it,password123,Paola,Bianchi,1968/02/21,Trieste,1111222233
paola.azzurri@unibo.it,password123,Paola,Azzurri,1991/03/11,Brescia,1111222233
paola.grigi@unibo.it,password123,Paola,Grigi,1984/06/25,Pescara,4444556677
